Active,Curr,Loc,Gcis,Gcis-Sub,Comp_Id,Comp_Name,Cusip,Total_Assets,Debt_Liabilities,Debt_Longterm,Rev_Total,RD_Expense,Shares_Out,Share_End,Net_Income,Fyear
A,USD,USA,35,35202010,21015,OCULAR THERAPEUTIX INC,67576A100,457.935,1.933,73.85,63.723,127.635,157.749,8.54,-193.506,2024
I,USD,USA,35,35201010,21020,ADVERUM BIOTECHNOLOGIES,00773U207,179.841,5.668,86.037,1,77.041,20.848,4.67,-130.927,2024
A,USD,USA,35,35201010,21032,VIKING THERAPEUTICS INC,92686J106,908.321,0.489,0.63,0,101.644,111.574,40.24,-109.963,2024
A,USD,BMU,35,35202010,21208,ALTAMIRA THERAPEUTICS LTD,G0360L134,8.652,0.122,0.239,0.075,3.727,4.662,0.1105,-8.457,2024
A,USD,USA,35,35202010,21282,KIORA PHARMACEUTICALS INC,49721T507,36.484,0.023,0.033,16.02,6.905,3.001,3.3,3.595,2024
A,USD,USA,35,35202010,21522,VYNE THERAPEUTICS INC,92941V308,66.905,0.099,0,0.501,30.946,14.83,3.35,-39.834,2024
A,USD,NLD,35,35201010,21524,PROQR THERAPEUTICS NV,N71542109,173.889,6.366,11.458,20.236,37.64,105.213,2.65,-28.743,2024
A,USD,USA,35,35201010,21601,RHYTHM PHARMACEUTICLS,76243J105,392.273,1.541,112.207,130.126,237.957,62.391,55.98,-260.602,2024
A,USD,USA,35,35103010,21663,FIREFLY NEUROSCIENCE INC,317970101,4.601,0.694,0,0.108,1.954,8.122,2.65,-10.46,2024
A,USD,CAN,35,35201010,21744,XENON PHARMACEUTICALS INC,98420N105,798.139,1.369,7.646,0,210.394,76.416,39.2,-234.33,2024
A,USD,USA,35,35202010,21807,CITIUS PHARMACEUTICALS INC,17322U306,116.652,0.242,0.021,0,11.907,181.181,0.5006,-39.139,2024
A,USD,USA,35,35201010,21841,COHERUS ONCOLOGY INC,19249H103,448.533,2.839,295.808,266.96,93.336,115.615,1.38,28.507,2024
A,USD,USA,35,35202010,21873,MARIMED INC,56782V107,206.989,9.132,79.335,157.964,,381.477,0.1158,-12.164,2024
A,USD,USA,35,35103010,21876,AMJ GLOBAL TECHNOLOGY,484199104,0.009,0,0,0,,107.782,0.3,-0.086,2024
A,USD,USA,35,35201010,21901,KYNTRA BIO INC,31572Q881,214.525,0.494,149.038,29.621,95.692,100.917,0.5295,-47.579,2024
A,USD,ISR,35,35202010,21967,POLYPID LTD,M8001Q126,25.22,7.706,1.911,0,22.811,10.191,3.04,-29.022,2024
A,USD,USA,35,35201010,22035,CORBUS PHARMACEUTICALS HLDGS,21833P301,155.879,1.606,1.633,0,32.222,12.179,11.8,-40.209,2024
A,USD,USA,35,35201010,22116,SKYE BIOSCIENCE INC,83086J200,72.764,0.182,0.273,0,18.702,30.975,2.83,-26.567,2024
A,USD,CAN,35,35201010,22358,BRIACELL THERAPEUTICS CORP,107930307,5.872,0,0,0,27.178,18.285,0.7525,-4.791,2024
A,USD,USA,35,35202010,22387,TILRAY BRANDS INC,88688T209,2074.327,28.889,299.846,821.309,0.284,1058.675,0.4257,-2186.738,2024
A,USD,USA,35,35201010,22401,BURZYNSKI RESEARCH INSTITUTE,123159105,0.001,0,0,0,1.046,131.448,0.0579,-1.386,2024
A,USD,USA,35,35202010,22410,INDIVIOR PHARMACEUTICALS INC,45579U109,1319,28,347,1188,108,124.969,12.43,2,2024
A,USD,CAN,35,35202010,22460,CRONOS GROUP INC,22717L101,1166.312,1.025,0.993,117.615,4.229,382.531,2.02,41.08,2024
A,USD,USA,35,35201010,22590,PALVELLA THERAPEUTICS INC,697947109,88.234,0,11.942,0,8.151,11.012,12,-17.434,2024
A,USD,DNK,35,35201010,22604,ASCENDIS PHARMA AS,04351P101,1221.146,508.893,377.972,376.482,317.845,59.844,137.67,-391.435,2024
A,USD,USA,35,35202010,22817,VERU INC,92536C202,60.419,2.091,11.772,16.886,12.808,146.384,0.769,-37.801,2024
I,USD,CAN,35,35201010,22964,ESSA PHARMA INC,29668H708,128.112,0.124,0.205,0,21.207,44.389,6.06,-28.543,2024
A,USD,USA,35,35201010,23241,OPGEN INC,68373L505,9.863,0.264,1.848,5.196,0.049,10.071,0.595,11.993,2024
A,USD,CAN,35,35201010,23297,XBIOTECH INC,98400H102,199.093,10.25,0,0,37.757,30.488,3.95,-38.531,2024
A,USD,USA,35,35202010,23339,ZEVRA THERAPEUTICS INC,488445206,178.127,0.42,59.876,23.612,42.095,53.671,8.34,-105.511,2024
I,USD,USA,35,35201010,23358,CIDARA THERAPEUTICS INC,171757206,214.796,1.642,1.934,1.275,156.762,10.947,26.88,-169.827,2024
I,USD,USA,35,35201010,23407,BLUEPRINT MEDICINES CORP,09627Y109,1179.813,118.913,605.367,508.824,341.433,63.712,87.22,-67.089,2024
A,USD,USA,35,35103010,23464,OPTIMIZERX CORP,68401U204,171.168,2.168,31.025,92.127,0,18.453,4.86,-20.11,2024
A,USD,USA,35,35202010,23490,CANNAPHARMARX INC,13765D109,10.836,9.167,4.894,0.82,,656.271,0.0081,-9.906,2024
A,USD,USA,35,35202010,23555,COLLEGIUM PHARMACEUTICAL INC,19459J104,1663.591,65.854,914.057,631.449,0,31.44,28.65,69.19,2024
