Active,Curr,Loc,Gcis,Gcis_Sub,Comp_Id,Comp_Name,Isin,Total_Assets,Debt_Liabilities,Debt_Longterm,Rev_Total,RD_Expense,Net_Income,Shares_Out,Fyear
A,CNY,CHN,45,45203010,334384,SHENZHEN JPT OPTO-ELECTRONIC,CNE1000062T0,2755.814,49.563,29.758,1453.15,167.584,132.685,94.599,2024
A,CNY,CHN,45,45103010,334386,BEIJING SEEYON INTERNET,CNE100003NW6,1609.921,22.974,14.988,844.18,212.885,-235.587,110.324,2024
A,CNY,CHN,45,45103010,334395,BEIJING BAOLANDE SOFTWARE,CNE100003NV8,773.414,4.417,0,282.444,88.413,-58.722,75.389,2024
A,CNY,HKG,35,35201010,334614,BIODLINK INTERNATIONAL CO,HK0000545266,1508.772,70.866,324.602,1098.329,79.313,34.757,772.788,2024
A,THB,THA,45,45102010,334624,THE PRACTICAL SOLUTION,TH9512010009,1275.323,25.006,38.603,1593.425,,135.472,417.795,2024
A,KRW,KOR,45,45301020,334643,ITM SEMICONDUCTOR CO LTD,KR7084850007,595224.068,299464.199,6414.229,647909.544,15474,1220.916,20.689,2024
A,CNY,HKG,35,35201010,334648,SINOMAB BIOSCIENCE LTD,HK0000544194,753.1,125.58,356.691,2.026,94.753,-185.141,1091.755,2024
A,CNY,CYM,45,45202030,334657,FUTURE MACHINE LIMITED,KYG8401A1085,3395.127,144.738,42.321,2917.434,141.885,16.341,1000,2024
A,KRW,KOR,45,45301020,334704,HD HYUNDAI ENERGY SOLUTIONS,KR7322000001,453774.373,3823.505,11266.665,422371.216,4013,114.228,11.2,2024
A,KRW,KOR,35,35202010,334744,JETEMA CO LTD,KR7216080002,222716.913,117982.473,398.112,68520.183,18932,-188.253,17.892,2024
A,EUR,ITA,45,45202030,334745,MATICA FINTEC SPA,IT0005388449,28.901,3.492,3.84,22.088,0.436,2.772,10.938,2024
A,TWD,TWN,45,45301010,334761,YEEDEX ELECTRONIC CORP,TW0007556B10,1286.845,1.283,35.643,626.961,15.505,146.931,25.257,2024
A,JPY,JPN,45,45103010,334782,FREEE K K,JP3826520003,39953,4700,0,25430,8346,-10150.652,58.5571,2024
A,CNY,CHN,45,45203010,334789,JUTZE INTELLIGENT TECHNOLOGY,CNE100003QW9,1845.025,28.21,13.441,654.761,69.567,66.302,282.204,2024
A,TWD,TWN,45,45301010,334799,WINWAY TECHNOLOGY CO LTD,TW0006515000,7580.009,47.016,213.605,5798.096,347.159,1185.837,35.824,2024
A,TWD,TWN,45,45102010,334811,ACER SYNERGY TECH CORP,TW0006751001,1858.308,37.885,35.656,1804.648,23.192,18.493,22.2,2024
A,SEK,SWE,45,45103010,335198,TOUCHTECH AB,SE0010414482,58.206,0,0,26.328,10.062,7.859,11.085,2024
A,THB,THA,45,45203030,335471,APPLICAD PUBLIC CO LTD,TH9527010002,898.965,6.028,9.02,992.928,,66.873,280,2024
A,CNY,CHN,45,45103010,335477,BEIJING KINGSOFT OFFICE,CNE100003PM2,15912.889,26.592,17.199,5119.463,1695.557,1645.081,461.902,2024
A,CNY,CHN,45,45203015,335484,SHENZHEN QINGYI PHOTOMASK,CNE100003PL4,2742.767,273.042,420.235,1103.651,54.339,172.013,265.077,2024
A,KRW,KOR,35,35201010,335499,TIUMBIO CO LTD,KR7321550006,107298.482,13499.619,16680.158,6792.235,11214.904,-20643.684,26.712,2024
A,CNY,CHN,45,45301020,335503,JA SOLAR TECHNOLOGY CO LTD,CNE100000SD1,112958.012,10235.849,31097.716,69285.008,3710.7,-4655.944,3282.733,2024
A,KRW,KOR,35,35203010,335512,HLB BIOSTEP CO LTD,KR7278650007,168328.821,32806.929,1889.546,58168.785,982.676,-8564.409,84.196,2024
A,AUD,AUS,45,45103010,335544,VECTION TECHNOLOGIES LTD,AU0000067522,46.207,7.648,1.388,32.828,,-9.862,1126.589,2024
A,EGP,EGY,35,35202010,335554,OCTOBER PHARMA S.A.E,EGS380R1C018,1413.844,494.566,57.757,1228.033,,131.264,12,2024
I,EUR,ITA,45,45102010,335559,FOS SPA,IT0005388217,35.084,3.131,6.177,25.882,1.515,1.049,6.722,2024
A,EUR,ESP,45,45102010,335562,IZERTIS S.A.,ES0105449005,212.724,27.393,59.716,135.071,0.664,4.283,27.639,2024
A,JPY,JPN,35,35103010,335568,MEDLEY INC,JP3921310003,45201,3617,11564,29302,69,2798.358,32.5203,2024
A,EGP,EGY,35,35202010,335582,RAMEDA PHARMACEUTICAL,EGS381B1C015,4311.316,1559.191,7.19,2768.688,,363.842,1503.465,2024
A,AUD,AUS,45,45103010,335588,ICETANA LTD,AU0000067621,2.681,0.084,0,3.7,,-1.951,264.628,2024
A,CNY,CYM,45,45102010,335600,RUIHE DATA TECH HOLDING LTD,KYG8587G1010,298.852,112.858,11.66,377.843,31.073,-74.998,660.868,2024
A,AUD,AUS,45,45103010,335713,OPEN LEARNING LTD,AU0000065401,3.391,0,2.059,2.284,0.365,-2.852,482.675,2024
A,INR,IND,45,45102010,336435,COLAB PLATFORMS LIMITED,INE317W01030,259.169,0.338,,700.569,,28.63,102,2024
A,KRW,KOR,35,35201010,336454,BNC KOREA CO LTD,KR7256840000,267074.348,5934.999,8606.252,89229.998,2708.939,13307.623,67.912,2024
A,CNY,CHN,45,45301020,336458,GIANTEC SEMICONDUCTOR CORP,CNE100005X49,2305.316,4.798,4.939,1028.277,175.836,290.27,157.719,2024
A,CNY,CHN,45,45103010,336466,PRIMETON INFORMATION TECHNO,CNE1000076S2,979.857,2.053,0.175,419.834,82.146,6.547,91.818,2024
A,KRW,KOR,35,35103010,336492,JLK INC,KR7322510009,74593.069,7067.774,15043.403,1427.51,3258,-13453.718,25.189,2024
A,CNY,CYM,35,35201010,336512,ALPHAMAB ONCOLOGY,KYG0330A1013,2241.755,54.708,131.253,640.083,404.152,166.342,961.972,2024
A,EUR,LTU,45,45102010,336517,INVL TECHNOLOGY UTIB,LT0000128860,58.548,0,0,0,,8.089,11.99,2024
A,INR,IND,45,45102010,336519,MAGELLANIC CLOUD LTD,INE613C01026,0,0,0,4408.863,,1189.319,584.395,2024
A,INR,IND,45,45102010,336519,MAGELLANIC CLOUD LTD,INE613C01026,8889.322,1295.63,1270.846,5972.36,0.344,1026.907,584.395,2024
A,CNY,CHN,45,45103010,336542,HANGZHOU ARCVIDEO TECHNO,CNE1000076V6,1458.886,101.769,42.681,301.297,121.419,-102.195,110.601,2024
A,KRW,KOR,35,35103010,336543,SYNTEKABIO INC,KR7226330009,43714.975,7301.615,12.389,120.887,2937.398,-7213.184,15.258,2024
A,JPY,JPN,35,35103010,336548,JMDC INC,JP3386690006,143020,5539,41349,41722,145,7275.958,65.3731,2024
A,JPY,JPN,45,45102010,336549,BASE CO LTD,JP3835210000,17745,0,0,20230,,3871.481,18.4717,2024
A,TRY,TUR,45,45203010,336553,PAPILON SAVUNMA TEKNOLOJI VE,TREPAPL00010,488.267,2.552,2.616,234.076,22.471,-19.376,206.136,2024
A,JPY,JPN,45,45103010,336557,WILLS INC,JP3154190007,4264,338,22,5072,,670.618,20.4582,2024
A,KRW,KOR,35,35201010,336594,PARATAXIS KOREA INC,KR7288330004,33492.252,1191.613,1433.63,2.178,14651.305,-19755.763,50.408,2024
A,SEK,SWE,35,35202010,336617,ODI PHARMA AB,SE0013409760,12.227,0,0,22.286,,-0.568,15.22,2024
A,JPY,JPN,35,35201010,336623,FUNPEP COMPANY LIMITED,JP3802640007,3110,0,0,6,540,-889.21,32.4088,2024
A,EUR,ITA,45,45103010,336637,DOXEE SPA,IT0005394413,43.656,7.831,11.67,28.263,6.434,-3.671,11.463,2024
A,CNY,CHN,45,45301010,336651,KINGSEMI CO LTD,CNE100005X23,5596.873,240.242,1053.66,1709.543,296.653,202.812,200.864,2024
A,TWD,TWN,45,45301020,336653,VIA LABS INC,TW0006756000,3788.211,224.423,15.087,1700.31,678.377,157.248,69.726,2024
A,KRW,KOR,35,35201010,336654,MEDPACTO INC,KR7235980000,60785.299,460.776,1480.15,0,18850.649,-20140.351,34.275,2024
A,KRW,KOR,35,35202010,336662,ADBIOTECH CO LTD,KR7179530001,23074.332,7699.229,4272.353,11136.245,1632.364,-7952.048,9.14,2024
A,SEK,SWE,45,45103010,336669,DIVIO HOLDING AB,SE0011311554,32.395,0,0,31.716,6.268,-15.892,333.09,2024
A,IDR,IDN,45,45203030,336672,PT GALVA TECHNOLOGIES TBK,ID1000153109,1113584,439906,14582,2307262,,76209,1500,2024
A,CNY,CHN,45,45203010,336674,ZHENGZHOU TIAMAES TECHNOLOGY,CNE100003QZ2,721.472,51.329,19.154,160.084,43.298,-59.306,68.04,2024
A,KRW,KOR,45,45301020,336676,RF MATERIALS CO LTD,KR7327260006,113531.553,11184.518,10683.158,44496.976,3454.064,-4792.991,8.186,2024
A,CNY,CHN,45,45203015,336714,BEIJING BAYI SPACE LCD TECH,CNE100003RZ0,2915.313,236.702,75.513,722.628,88.03,76.604,132.963,2024
A,CNY,CHN,45,45103010,336715,BEIJING LONGRUAN TECHNO INC,CNE1000076W4,939.873,7.563,0.367,322.109,52.106,33.029,72.893,2024
A,KRW,KOR,35,35103010,336724,CJ BIOSCIENCE INC,KR7311690002,99609.756,8188.648,1162.072,3466.536,22985.419,-32837.724,13.065,2024
A,KRW,KOR,45,45103020,336735,SOFTCAMP CO LTD,KR7258790005,39320.247,3279.923,16920,16887.234,3549.347,224.637,23.979,2024
A,TWD,TWN,45,45203015,336745,WENDELL INDUSTRIAL CO LTD,TW0006761000,2440.517,570.992,39.262,2020.873,19.659,214.38,30.967,2024
A,CNY,CHN,45,45203010,336747,SHENZHEN KEANDA ELECTRONIC,CNE100003QB3,1454.669,56.087,5.517,318.887,39.404,88.085,244.842,2024
A,VND,VNM,45,45102010,336757,JSC FOR TELECOMS,VN000000ICT3,1475380.142,252585.118,0,1572511.299,,31104.257,32.185,2024
A,INR,IND,45,45203030,336774,DC INFOTECH AND COMM,INE0A1101019,2464.251,506.773,2.057,5557.491,,144.997,14.18,2024
A,CNY,CHN,45,45203010,336775,WILLFAR INFORMATION TECHNO,CNE100003RR7,4957.092,5.319,4.215,2734.488,240.979,630.67,478.666,2024
A,CNY,CHN,45,45203015,336777,POCO HOLDING CO LTD,CNE100003R31,3079.909,53.799,427.551,1659.678,117.137,375.722,281.382,2024
A,HKD,CYM,45,45203020,336779,WISE ALLY INTERNATIONAL,KYG9722H1112,933.499,212.273,49.099,1260.799,,72.234,100,2024
A,CNY,CYM,45,45103010,336808,LVJI TECHNOLOGY HOLDINGS INC,KYG5804E1098,1299.873,93.956,7.277,525.187,2.594,81.851,1647.201,2024
A,EUR,MLT,45,45102010,336823,HARVEST TECHNOLOGY PLC,MT0002370105,20.654,0.289,0.351,19.795,,1.106,22.781,2024
A,TWD,TWN,45,45203030,336832,WEBLINK INTERNATIOMAL INC,TW0006776008,9385.204,1869.437,649.614,25513.028,,335.243,81.581,2024
A,CNY,CHN,35,35201010,336834,ZHEJIANG ORIENT GENE BIOTECH,CNE100003RM8,8094.58,441.596,47.167,811.278,290.493,-529.023,193.196,2024
A,CNY,CHN,45,45301010,336881,SHENZHEN ETMADE AUTOMATIC,CNE100003S71,1443.688,121.863,14.946,392.67,51.829,-109.375,140.167,2024
A,CNY,CHN,35,35203010,336887,ZHEJIANG TAILIN,CNE100003S89,959.908,3.67,0,314.245,62.344,13.051,121.199,2024
A,CNY,CHN,45,45301020,336888,STARPOWER SEMICONDUCTOR LTD,CNE100003RN6,9645.676,18.801,1610.104,3381.301,354.299,507.666,239.469,2024
A,KRW,KOR,35,35203010,336892,GENOLUTION INC,KR7225220003,106452.771,4815.831,19454.566,7135.737,1671.579,-6825.575,18.056,2024
A,CNY,CHN,35,35201010,336908,XIAMEN AMOYTOP BIOTECH CO,CNE100003RT3,3050.415,5.669,3.268,2809.413,294.707,827.602,406.8,2024
A,CNY,CHN,45,45203010,336912,ZHUHAI BOJAY ELECTRONICS CO,CNE100003S30,2789.355,148.99,429.392,1231.35,175.016,22.254,94.024,2024
A,CNY,CHN,45,45201020,336914,BEIJING INHAND NETWORKS TECH,CNE100003RG0,1291.955,5.963,9.644,609.536,66.533,129.887,73.852,2024
A,CNY,CHN,45,45201020,336928,SHENZHEN NEOWAY TECHNOLOGY,CNE100003S14,1774.026,552.97,0.685,3028.913,91.051,100.246,91.994,2024
A,CNY,CHN,35,35201010,336930,SUZHOU ZELGEN BIOPHARMACEUTI,CNE100003RP1,3004.614,968.028,71.212,531.529,387.999,-137.831,264.708,2024
A,AUD,AUS,45,45103010,336993,COSOL LTD,AU0000072498,112.554,4.739,19.927,101.949,,8.519,177.458,2024
A,INR,IND,35,35202010,337021,VAISHALI PHARMA LTD,INE972X01022,1098.449,76.991,46.193,990.256,,8.174,130.462,2024
A,EUR,FRA,45,45201020,337023,MUNIC S A,FR0013462231,20.678,1.38,3.458,11.579,,-1.12,9.021,2024
A,CNY,CHN,45,45301010,337026,BEIJING HUAFENG TEST,CNE100003RC9,3808.08,4.073,10.589,901.186,172.368,333.915,135.263,2024
A,KRW,KOR,45,45201020,337046,OPTICORE INC,KR7380540005,30397.108,4590.551,3793.136,23301.941,2879.676,-6541.748,29.78,2024
A,USD,NOR,35,35201010,337058,NYKODE THERAPEUTICS AS,NO0010714785,153.481,1.293,2.145,8.679,39.7,-38.821,326.546,2024
A,AUD,AUS,35,35202010,337102,LITTLE GREEN PHARMA LTD,AU0000074924,96.124,2.482,2.187,36.824,0.715,3.324,303.343,2024
A,AUD,AUS,35,35202010,337103,EMYRIA LTD,AU0000073645,5.426,1.031,0.687,2.203,2.286,-11.456,408.989,2024
A,INR,IND,45,45102010,337104,TRANWAY21 TECHNOLOGIES LTD,INE0BIW01023,227.975,12.962,34.462,58.078,,-1.767,10.599,2024
A,KRW,KOR,45,45301010,337109,GIS CO LTD,KR7306620006,142540.469,44902.541,10096.732,104451.928,4033.351,-1634.059,41.367,2024
A,PKR,PAK,45,45203030,337113,AIR LINK COMMUNICATION LTD,PK0122801019,0,0,0,129742.418,,4625.498,395.269,2024
A,TRY,TUR,45,45102010,337134,ARD GROUP IT TECHNOLOGY AS,TREARDY00023,4059.437,558.829,97.013,2082.058,333.491,373.211,,2024
A,JPY,JPN,45,45102010,337150,COMPUTER MANAGEMENT CO,JP3306200001,5136,0,0,7902,,397.887,2.0359,2024
A,SEK,SWE,45,45103010,337178,NORD INSURETECH GROUP AB,SE0013486255,62.331,30.359,1.675,3.256,12.021,-38.04,243.351,2024
A,KRW,KOR,45,45203015,337181,FINE CIRCUIT CO LTD,KR7127980001,107758.18,28552.311,3383.483,85921.268,213.563,4530.555,11.84,2024
A,CNY,CHN,35,35201010,337335,BIO-THERA SOLUTIONS LTD,CNE100003R98,2205.538,258.15,370.427,743.015,777.629,-510.304,414.08,2024
A,PLN,POL,45,45102010,337347,SPYROSOFT SA,PLSPRSF00011,245.119,13.61,15.324,465.42,,34.287,1.093,2024
A,CNY,CYM,45,45301020,337383,CHINA RESO MICROELECTRONICS,CNE100003S06,29106.83,58.087,64.224,9840.825,1167.113,762.46,1323.517,2024
A,KRW,KOR,45,45301020,337577,SEOUL VIOSYS CO LTD,KR7092190008,795813.856,180998.31,135283.16,699232.725,53317,7108.122,45.228,2024
A,KRW,KOR,45,45203015,337588,JNTC CO LTD,KR7204270003,639696.606,208293.679,9844.603,273239.103,3833.344,-33401.167,57.848,2024
A,SEK,SWE,35,35202010,337598,STAYBLE THERAPEUTICS AB PUBL,SE0013513652,9.257,,0.85,,,-12.418,43.721,2024
A,KRW,KOR,45,45203015,337695,CAP CO LTD,KR7198080004,222069.531,49406.164,7899.696,314860.004,1718,19077.048,21.535,2024
A,CNY,CHN,45,45301020,337740,FUZHOU ROCKCHIP ELECTRONICS,CNE100003RK2,4265.988,10.321,15.927,3136.368,636.589,594.862,419.565,2024
A,JPY,JPN,45,45102010,337770,GENETEC CORP,JP3428000008,7149,1482,776,8124,7,421.078,11.4944,2024
A,CNY,CHN,45,45301010,337776,THINKON SEMICONDUCTOR,CNE100003RB1,1992.903,0,0,299.559,25.008,41.151,169.355,2024
A,VND,VNM,35,35202010,337794,MEDIPLANTEX NATIONAL,VN000000MED5,503755.173,27786.637,0,443135.812,,15246.766,12.41,2024
A,CNY,CYM,35,35201010,337799,INNOCARE PHARMA LTD,KYG4783B1032,9407.494,225.405,1349.274,1007.644,814.609,-440.633,1428.177,2024
A,INR,IND,35,35202010,337837,COHANCE LIFESCIENCES LIMITED,INE03QK01018,30317.5,1033.4,1757.3,11975.8,,2678.7,254.565,2024
A,JPY,JPN,45,45102010,337845,CYBERTRUST JAPAN CO LTD,JP3311490001,9577,65,0,7442,37,969.717,8.0494,2024
A,JPY,JPN,45,45103020,337986,CYBER SECURITY CLOUD INC,JP3311590008,3016,106,276,3857,131,575.099,9.1988,2024
A,CNY,CHN,45,45102010,337996,ROCKONTROL TECH GRP CO LTD,CNE1000076Z7,1026.321,85.11,1.028,299.769,48.491,-103.163,77.334,2024
A,GBP,GBR,45,45103010,338004,SUPPLY ME CAPITAL PLC,GB00BFMDJC60,1.175,0.21,0.364,0.129,0.005,-2.923,71732.151,2024
A,CNY,CYM,45,45203030,338092,MOG DIGITECH HOLDINGS LTD,KYG6185A1040,774.174,35.515,7.581,1253.462,,-143.223,931.429,2024
A,CNY,CHN,35,35203010,338137,HITGEN INC,CNE1000040G3,1756.517,113.264,103.486,426.758,69.701,51.357,399.441,2024
A,CNY,CHN,45,45203015,338138,CHINA LEADSHINE TECHNOLOGY,CNE100003SM6,2378.624,133.987,224.171,1578.388,194.81,200.465,305.944,2024
A,CNY,CHN,35,35201010,338149,BEIJING WANTAI BIOLOGICAL,CNE100004090,14689.396,207.739,175.168,2215.091,886.052,106.235,1265.123,2024
A,CNY,CHN,45,45203010,338170,SHENZHEN EVERBEST MACHINERY,CNE100003SN4,1521.375,45.06,38.957,775.21,90.451,138.425,134.759,2024
A,BGN,BGR,45,45102010,338187,TELELINK BUSINESS SERVICES,BG1100017190,176.625,15.893,9.915,222.973,,11.624,12.5,2024
A,CNY,CHN,45,45103010,338201,HANGZHOU RAYCLOUD TECHNOLOGY,CNE100004082,1603.256,167.961,19.22,475.217,107.209,-82.046,440.97,2024
A,CNY,CHN,45,45103010,338253,LINKAGE SOFTWARE CO LTD,CNE100004058,1790.371,323.046,17.794,1111.292,68.836,124.293,390.01,2024
A,CNY,CHN,45,45301010,338257,NATIONAL SILICON INDUSTRY GR,CNE1000040F5,29269.842,1603.223,4852.113,3328.891,266.817,-970.537,2747.177,2024
A,KRW,KOR,35,35203010,338261,DREAMCIS INC,KR7223250002,118538.335,2012.576,1755.262,58653.22,1277.22,5280.149,23.799,2024
A,CNY,CYM,35,35201010,338273,AKESO INC,KYG0146B1032,12754.965,545.125,3406.802,2123.944,1187.69,-514.515,897.575,2024
A,CNY,CHN,35,35202010,338287,GUIZHOU SANLI PHARMACEUTICAL,CNE1000040B4,3192.108,397.17,209.512,2143.838,46.504,274.028,401.933,2024
A,CNY,CHN,45,45103010,338288,SHENZHEN FORTUNE TREND TECH,CNE100005592,3821.079,0.553,0.113,388.773,91.47,303.941,182.942,2024
A,CNY,CHN,45,45301010,338354,CYBRID TECHNOLOGIES INC,CNE100004074,4383.447,854.451,89.666,2977.668,120.051,-284.934,437.491,2024
A,CNY,CHN,45,45103010,338362,JINXIANDAI INFORMATION,CNE100003T13,1505.21,0.63,196.107,439.153,74.599,11.526,430.126,2024
A,CNY,CHN,45,45301010,338380,WUXI AUTOWELL TECHNOLOGY CO,CNE100004017,14029.438,1303.378,1635.184,9181.208,430.361,1272.899,314.622,2024
A,CNY,CHN,45,45102010,338388,NORTHKING INFORMATION,CNE100003SV7,3379.649,15.782,4.164,4636.17,427.132,311.625,619.374,2024
A,CNY,CHN,45,45301020,338389,XI'AN PERI POWER,CNE100003T21,988.74,0.56,0.53,191.056,9.467,56.775,320,2024
A,NOK,NOR,45,45103010,338407,PEXIP HOLDING ASA,NO0010840507,2224.882,18.123,45.494,1118.562,,117.905,101.841,2024
I,DKK,DNK,45,45103010,338421,PENNEO APS,DK0061283009,127.459,6.753,13.987,102.109,15.015,-11.66,34.071,2024
A,CNY,CYM,45,45102010,338424,EDENSOFT HOLDINGS LTD,KYG2932B1077,437.646,40.018,1.268,1132.561,39.987,8.021,2044.947,2024
A,DKK,DNK,35,35103010,338438,MONSENSO A/S,DK0061277977,18.49,0,0,11.165,6.34,-6.001,66.64,2024
A,CNY,CHN,35,35202010,338461,JIANGSUJIBEIER PHARMA,CNE100004041,2527.541,20.828,0,896.534,38.652,219.328,199.431,2024
A,CNY,CHN,35,35202010,338489,HUNAN NUCIEN PHARMACEUTICAL,CNE100007713,1222.438,218.895,0.228,263.261,49.59,-356.904,272.829,2024
A,CNY,CYM,35,35201010,338498,KINTOR PHARMACEUTICAL LTD,KYG5273B1077,515.126,113.009,20,5,78.143,-155.292,434.199,2024
A,EUR,DEU,45,45103020,338504,EXASOL AG,DE000A0LR9G9,19.2,0,0,39.63,,0.229,26.584,2024
A,CNY,CHN,45,45203010,338508,SHENZHEN YANMADE TECHNO,CNE100003ZT6,1702.235,74.735,1.323,496.807,121.083,96.306,141.827,2024
A,KRW,KOR,45,45203015,338511,DAEDUCK ELECTRONICS CO LTD,KR7353200009,1088723.751,9329.989,6648.267,892135.904,14336,23762.727,49.417,2024
A,EUR,ITA,45,45103010,338513,CREACTIVES GRP SPA,IT0005408593,8.929,0.893,1.014,7.822,,,,2024
A,AUD,AUS,35,35103010,338523,INTELICARE HOLDINGS LTD,AU0000081788,1.517,0.612,0,0.28,0.108,-2.259,292.15,2024
A,CNY,CHN,45,45203010,338550,MAXVISION TECHNOLOGY CORP,CNE100003XX3,3447.707,13.72,13.548,1216.103,153.25,174.901,256.032,2024
A,CNY,CHN,45,45103010,338560,BEIJING BOHUI SCIENCE & TECH,CNE100003ZQ2,726.002,31.436,3.042,172.827,54.215,-38.473,79.377,2024
A,SEK,SWE,35,35201010,338625,SUBGEN AI LTD,SE0026820854,32.609,6.292,40.728,0,25.166,-49.632,62.339,2024
A,BGN,BGR,45,45203010,338629,BIODIT AD,BG1100003190,12.515,0.435,0.418,0.602,,,,2024
A,RON,ROU,45,45102010,338632,BITTNET SYSTEMS SA,ROBNETACNOR1,335.161,22.564,60.723,404.113,,-6.162,630.177,2024
A,EUR,FIN,35,35203010,338636,NANOFORM FINLAND OYJ,FI4000330972,71.806,1.195,4.365,2.778,7.22,-23.428,85.531,2024
A,CNY,CHN,35,35201010,338665,GAN & LEE PHARMA LTD,CNE100003ZH1,12042.916,1.33,3.306,3033.943,541.045,614.664,598.962,2024
A,CNY,CHN,45,45203010,338675,CHENGDU QINCHUAN IOT TECHNO,CNE100003ZF5,907.996,104.236,48.257,315.234,64.148,-65.237,157.563,2024
A,TWD,TWN,45,45301020,338682,ISTART TEK INC,TW0006786007,222.982,2.806,3.679,24.273,43.74,-79.259,25.338,2024
A,TWD,TWN,35,35202010,338687,ALAR PHARMACEUTICALS INC,TW0006785009,2556.124,0.299,0.305,5.817,57.34,18.17,66.8,2024
A,CNY,CHN,45,45203010,338690,ANHUI WANYI SCIENCE AND TECH,CNE100004264,1201.819,31.248,2.434,699.837,146.767,14.407,128.371,2024
A,CNY,CHN,35,35201010,338691,CHENGDU KANGHUA BIOLOGICAL,CNE100003Y57,4027.582,186.889,0,1325.625,132.051,398.652,129.947,2024
A,ILS,ISR,45,45203010,338703,SAVERONE 2014 LTD,IL0011666935,23.818,6.805,0.606,1.683,19.397,-34.938,415.103,2024
I,EUR,DEU,35,35202010,338705,PHARMASGP HOLDING SE,DE000A2P4LJ5,114.274,8.223,58.119,118.837,,19.535,11.513,2024
A,EUR,BEL,35,35202010,338737,HYLORIS PHARMACEUTICALS SA,BE0974363955,41.335,0.326,1.489,8.458,10.265,-6.342,28,2024
A,CNY,CHN,45,45203015,338744,SHENGLAN TECHNOLOGY CO LTD,CNE1000040V2,2166.541,40.173,10.877,1239.827,83.757,102.797,163.705,2024
A,CNY,CHN,45,45103020,338745,ZHENGZHOU JIEAN HI-TECH CO,CNE1000040W0,1060.578,0.173,0,380.868,41.292,54.932,144.341,2024
A,CNY,CHN,45,45301010,338748,WUXI DK ELECTRONIC MATERIALS,CNE1000040T6,7831.823,2937.675,18.961,12953.484,482.232,359.962,140.7,2024
A,SEK,SWE,35,35203010,338756,MAGLE CHEMOSWED HOLDING AB,SE0014401014,1092.187,272.983,76.642,240.565,17.763,11.936,20.516,2024
A,JPY,JPN,45,45103010,338768,FICHA INC,JP3803080005,768,0,0,494,115,-7.893,5.8503,2024
A,KRW,KOR,45,45301010,338775,NEXA DYNAMICS CO LTD,KR7351320007,53134.75,12774.745,6212.685,8568.181,399.757,-8314.623,22.016,2024
A,EUR,ITA,45,45103020,338789,CY4GATE SPA,IT0005412504,190.572,16.704,28.444,72.364,2.826,-7.402,23.121,2024
A,CNY,CHN,35,35201010,338800,SINOCELLTECH GROUP LTD,CNE100003ZL3,3283.996,1596.886,945.458,2512.094,911.193,111.951,445.336,2024
A,JPY,JPN,45,45202030,338816,EBRAINS INC,JP3167220007,5904,0,0,4025,17,313.408,1.5089,2024
A,JPY,JPN,45,45103010,338820,COMMERCE ONE HOLDINGS INC,JP3302400001,3471,48,5,3693,,91.577,7.1171,2024
A,INR,IND,45,45102010,338826,KSOLVES INDIA LIMITED,INE0D6I01023,563.844,105.37,36.846,1374.331,,343.201,23.712,2024
A,JPY,JPN,45,45102010,338831,GOODPATCH INC,JP3273790000,4676,162,238,3942,,11.536,9.044,2024
A,CNY,CHN,45,45201020,338832,QUANTUMCTEK CO LTD,CNE100004231,3569.251,1.846,6.006,241.815,83.494,-31.841,102.861,2024
A,CNY,CHN,35,35202010,338834,HAINAN HULUWA PHARMACEUTICAL,CNE100004223,2964.546,715.443,683.351,1406.955,202.08,-274.457,400.109,2024
A,KRW,KOR,35,35202010,338844,SK BIOPHARMACEUTICALS CO,KR7326030004,1036810.78,157805.731,26676.422,547596.283,161311,240738.038,78.313,2024
A,KRW,KOR,45,45301010,338864,SHINDO ENG LAB LTD,KR7290520006,68571.194,509.501,259.701,10597.642,865.64,-564.074,15.736,2024
A,CNY,CHN,45,45203010,338866,JIANGSU YUNYONG ELEC TECH CO,CNE1000078X8,1019.897,1.758,2.589,296.977,66.187,-35.093,59.857,2024
A,CNY,CHN,45,45103010,338868,DAREWAY INTELLIGENT TECHNOLO,CNE1000041V0,1713.336,0,0,552.27,105.527,64.076,400.01,2024
A,TWD,TWN,35,35201010,338869,BIORAY BIOTECH CO LTD,TW0007561B13,543.634,6.654,79.126,201.712,35.251,1.002,29.585,2024
A,CNY,CHN,45,45301020,338873,CAMBRICON TECHNOLOGIES CORP,CNE1000041R8,6717.813,112.543,1.767,1174.377,1215.874,-452.339,417.215,2024
A,CNY,CHN,45,45103010,338876,GEOVIS TECHNOLOGY CO LTD,CNE100005584,8289.33,879.113,111.652,3257.408,488.421,351.698,543.326,2024
A,CNY,CHN,45,45103020,338959,BEIJING QIANXIN TECHNOLOGY,CNE1000041K3,14867.115,2384.464,198.544,4331.737,1411.439,-1379.372,682.253,2024
A,EUR,FRA,45,45103010,338962,ENERGISME SA,FR0013399359,11.958,0.75,2.138,5.434,,-3.481,2051.769,2024
A,CNY,CYM,35,35202010,338966,OCUMENSION THERAPEUTICS,KYG674111011,3973.804,8.899,16.884,417.307,113.935,-268.274,815.729,2024
A,JPY,JPN,45,45102010,338987,I CUBED SYSTEMS INC,JP3101050007,3609,0,0,2949,13,463.48,5.1036,2024
A,EUR,DEU,45,45203010,338988,BROCKHAUS TECHNOLOGIES AG,DE000A2GSU42,598.99,54.992,206.607,207.429,6.82,-55.553,10.448,2024
